TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,LE_CORR_JOINTUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,H_CORR_JOINTUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_REF_JOINTUNC,NEE_VUT_USTAR50,NEE_VUT_USTAR50_QC,NEE_VUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_VUT_MEAN,NEE_VUT_MEAN_QC,NEE_VUT_SE,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_VUT_REF_NIGHT,NEE_VUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_DAY,NEE_VUT_REF_DAY_SD,NEE_VUT_REF_DAY_QC,NEE_VUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_VUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95
20240527,21.597,1.0,15.874,3.148,1.0,25.345,5.089,1.0,21.316,18.892,3.858,22.903,6.344,21.597,1.0,15.874,3.148,1.0,25.345,5.089,1.0,477.382,349.917,1.0,328.618,349.917,1.0,334.854,1.0,334.136,334.854,1.0,334.062,1.0,335.77,334.062,1.0,19.524,1.0,18.528,19.524,1.0,95.25,95.25,0.0,0.0,0.0,1.0,1.573,1.406,1.0,0.26315083125,1.0,175.31653708333332,1.0,68.02898333333333,1.0,434.6956458333333,1.0,405.536,1.0,21.594,1.0,3.888,1.0,11.5073,1.0,23.188,1.0,27.4693,26.9593,28.1943,2.17445,2.35929,115.371,1.0,136.672,134.135,140.279,3.79426,5.92809,14.0,1.0,19,29,19,29,-0.386019,0.958333,0.244505,0.379816,-0.603187,0.958333,0.234777,0.373628,-0.500381,0.9625,0.0418985,-0.756259,-0.737761,-0.721573,-0.606437,-0.310492,-0.156461,0.01191,0.958333,0.958333,0.958333,0.958333,0.979167,0.979167,0.979167,3.23695,2.43571,1.0,0.520461,0.561364,-2.73646,2.74636,0.931034,0.189244,0.391259,3.20789,2.44414,1.0,0.501603,0.543926,-3.06381,3.01677,0.931034,0.179517,0.386647,3.18664,3.20468,3.20468,3.23838,3.27223,3.62539,3.63516,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-3.32411,-3.31193,-3.27635,-3.06381,-2.62704,-2.62704,-2.34946,0.896552,0.931034,0.931034,0.931034,0.965517,0.965517,0.965517,3.64686,3.57482,3.66472,0.0203032,3.42297,3.55153,3.63155,3.68882,3.74278,3.78087,3.78884,4.08485,4.17801,4.16511,0.0390271,3.65714,3.86377,3.97345,4.17151,4.30356,4.42915,4.49321,2.12416,2.12653,2.09718,0.0384732,1.50467,1.94568,2.08834,2.12366,2.1423,2.14587,2.53257,3.23002,3.30364,3.25854,0.0224552,2.9035,3.20405,3.21691,3.23421,3.29998,3.3022,3.51183
20240528,23.17,1.0,15.185,3.665,1.0,27.961,5.641,1.0,23.693,19.919,3.457,25.957,6.056,23.17,1.0,15.185,3.665,1.0,27.961,5.641,1.0,478.219,340.457,1.0,329.635,340.457,1.0,345.68,1.0,337.417,345.68,1.0,334.362,1.0,339.275,334.362,1.0,23.643,1.0,23.45,23.643,1.0,95.277,95.277,0.0,0.0,0.0,1.0,0.877,1.007,1.0,0.197128975,1.0,171.5151439583333,1.0,65.38038708333333,1.0,442.1807083333333,1.0,414.087,1.0,21.688,1.0,3.754,1.0,12.2443,1.0,27.393,1.0,32.4507,31.23,33.3072,1.65097,2.25755,107.055,1.0,126.82,122.05,130.167,3.56591,6.99474,14.0,1.0,18,30,18,30,0.151926,1.0,0.176001,0.354012,-0.161294,1.0,0.160987,0.346792,-0.098813,0.985938,0.0399253,-0.510423,-0.438378,-0.227309,-0.142348,0.131886,0.175944,0.238819,0.958333,0.958333,0.979167,0.979167,1.0,1.0,1.0,3.64007,0.885322,1.0,0.317472,0.440048,-1.9498,2.78657,1.0,0.193274,0.345897,3.23244,0.921191,1.0,0.282544,0.415553,-2.18815,2.71946,1.0,0.181305,0.339355,2.92081,3.07936,3.2022,3.31509,3.67792,3.6888,3.7067,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.55201,-2.52352,-2.37419,-2.18815,-1.98968,-1.9498,-1.8558,0.933333,0.933333,0.966667,1.0,1.0,1.0,1.0,3.63138,3.56163,3.62755,0.0165081,3.40817,3.51496,3.5915,3.6543,3.67827,3.70663,3.7284,3.64334,3.72292,3.72637,0.0362348,3.41732,3.51711,3.53022,3.69795,3.90207,3.99104,4.10192,2.27689,2.28921,2.16041,0.0283355,1.58979,2.08983,2.10915,2.16797,2.27689,2.29204,2.37345,2.94122,3.07541,2.98618,0.0166029,2.6724,2.92883,2.94053,2.96612,3.06035,3.0753,3.10093
20240529,25.216,1.0,18.538,3.374,1.0,29.223,5.638,1.0,24.567,21.172,4.583,26.603,7.198,25.216,1.0,18.538,3.374,1.0,29.223,5.638,1.0,479.022,337.247,1.0,325.661,337.247,1.0,356.944,1.0,353.428,356.944,1.0,348.992,1.0,356.382,348.992,1.0,26.143,1.0,23.293,26.143,1.0,95.166,95.166,0.0,0.0,0.0,1.0,1.097,0.88,1.0,0.1724146958333333,1.0,170.68912520833337,1.0,64.30994208333334,1.0,452.0328750000001,1.0,410.837,1.0,22.603,1.0,3.657,1.0,14.4595,1.0,25.0305,1.0,29.6707,29.1014,30.5228,1.72409,2.02054,101.128,1.0,119.876,117.576,123.318,3.30452,5.38889,14.0,1.0,18,30,18,30,0.20022,1.0,0.19595,0.221742,0.112929,1.0,0.185151,0.212259,0.138066,0.98125,0.0172139,-0.0497655,0.0125054,0.0557311,0.157185,0.20022,0.220093,0.337488,0.958333,0.958333,0.958333,0.979167,1.0,1.0,1.0,3.64033,0.779058,1.0,0.3266,0.387109,-1.87549,2.65703,1.0,0.229951,0.245043,3.41618,0.512678,1.0,0.296594,0.362152,-1.87559,2.65611,1.0,0.223217,0.238735,3.19103,3.27577,3.33479,3.40606,3.64033,3.6914,4.01268,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.02902,-1.93653,-1.92025,-1.87632,-1.87549,-1.76719,-1.76719,0.833333,0.933333,0.933333,1.0,1.0,0.966667,0.966667,3.64627,3.57732,3.61614,0.0140407,3.43785,3.50403,3.55679,3.62536,3.66037,3.67649,3.70961,3.40337,3.46439,3.47807,0.0176522,3.33076,3.35653,3.41984,3.45504,3.54221,3.57699,3.62558,2.62496,2.6492,2.33566,0.0395041,2.06464,2.09534,2.11205,2.24268,2.62384,2.64101,2.71842,2.83103,3.11573,2.91842,0.0270877,2.73657,2.76658,2.79751,2.83817,3.10264,3.15591,3.19973
20240530,26.507,1.0,19.271,3.295,1.0,30.848,5.302,1.0,26.285,23.338,4.01,28.053,7.041,26.507,1.0,19.271,3.295,1.0,30.848,5.302,1.0,479.788,334.048,1.0,323.103,334.048,1.0,367.964,1.0,361.623,367.964,1.0,359.299,1.0,365.138,359.299,1.0,28.351,1.0,27.345,28.351,1.0,94.764,94.764,0.0,0.007,0.0,1.0,1.288,1.12,1.0,0.2289572541666666,1.0,169.80311729166667,1.0,64.85065979166667,1.0,460.08285416666666,1.0,412.692,1.0,23.509,1.0,3.557,1.0,15.8816,1.0,27.9927,1.0,33.161,31.8866,34.1349,1.6639,2.35505,107.759,1.0,127.655,122.75,131.404,3.19171,7.16586,14.0,1.0,18,30,18,30,0.162878,0.9375,0.186924,0.202249,0.194883,0.9375,0.177849,0.193892,0.143708,0.935937,0.0120941,0.0479024,0.0594022,0.0675085,0.137836,0.202132,0.213857,0.287104,0.9375,0.916667,0.916667,0.916667,0.916667,0.9375,0.979167,3.32774,0.971514,1.0,0.310408,0.322057,-1.74551,2.93928,0.9,0.219944,0.234768,3.40998,0.737373,1.0,0.286838,0.299405,-1.74551,2.93928,0.9,0.21348,0.228722,3.2293,3.25055,3.26565,3.32774,3.40334,3.42221,3.63129,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.87647,-1.87647,-1.86712,-1.80121,-1.74551,-1.71227,-1.70684,0.9,0.9,0.866667,0.9,0.9,0.9,0.9,3.56751,3.50023,3.50697,0.0141043,3.3713,3.41973,3.4439,3.50653,3.56188,3.57768,3.60508,3.25209,3.30534,3.36326,0.0128087,3.23202,3.29547,3.31598,3.35222,3.39347,3.42715,3.50035,2.5492,2.56722,2.27657,0.0436969,1.89237,2.0359,2.03897,2.18438,2.55163,2.68006,2.69643,2.63554,2.9648,2.74943,0.0308814,2.54257,2.59548,2.59756,2.64803,2.95778,3.05386,3.07643
20240531,26.705,1.0,20.754,3.591,1.0,30.275,5.078,1.0,26.455,23.151,3.519,28.438,6.057,26.705,1.0,20.754,3.591,1.0,30.275,5.078,1.0,480.518,311.877,1.0,304.821,311.877,1.0,376.956,1.0,371.846,376.956,1.0,371.828,1.0,376.06,371.828,1.0,26.882,1.0,26.693,26.882,1.0,94.504,94.504,0.0,0.061,0.0,1.0,1.422,1.386,1.0,0.2469090625,1.0,157.49899166666668,1.0,60.48218166666667,1.0,464.3788125,1.0,410.692,1.0,24.289,1.0,3.419,1.0,16.9843,1.0,23.7917,1.0,28.1844,27.1013,29.191,1.79113,2.36808,101.03,1.0,119.683,115.084,123.958,3.3222,7.36942,14.0,1.0,18,30,18,30,0.0145207,0.9375,0.225974,0.234658,0.0665044,0.9375,0.214147,0.223291,0.0309962,0.943229,0.0123381,-0.0724455,-0.065679,-0.00443396,0.0164587,0.047276,0.0608108,0.202916,0.958333,0.958333,0.9375,0.9375,0.9375,0.9375,0.958333,2.91386,1.58628,1.0,0.429069,0.459587,-1.72593,2.40139,0.9,0.234771,0.23506,3.04745,1.54081,1.0,0.396438,0.429282,-1.72593,2.40139,0.9,0.228997,0.229293,2.68202,2.7035,2.86515,2.93747,3.02988,3.03286,3.05403,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.74669,-1.74669,-1.74504,-1.72593,-1.72336,-1.72336,-1.51569,0.9,0.9,0.9,0.9,0.933333,0.933333,0.933333,3.37818,3.313,3.28424,0.0175993,3.12421,3.17358,3.20256,3.26636,3.37198,3.38507,3.41339,3.23898,3.2465,3.25324,0.0121399,3.10947,3.17449,3.19864,3.254,3.31735,3.33048,3.35153,2.03294,2.02596,1.97398,0.0175472,1.76523,1.85807,1.86437,1.99718,2.06583,2.07406,2.11141,2.50483,2.56405,2.52897,0.00879614,2.42833,2.47926,2.48597,2.51873,2.56446,2.60282,2.60594
20240601,24.628,1.0,19.504,3.15,1.0,27.702,4.758,1.0,24.22,22.224,3.476,25.417,5.247,24.628,1.0,19.504,3.15,1.0,27.702,4.758,1.0,481.211,317.253,1.0,294.371,317.253,1.0,369.405,1.0,366.665,369.405,1.0,369.395,1.0,370.525,369.395,1.0,20.682,1.0,18.992,20.682,1.0,94.739,94.739,0.0,0.033,0.0,1.0,1.388,1.342,1.0,0.24407118125,1.0,164.63144041666666,1.0,61.55099166666667,1.0,453.11443750000007,1.0,403.834,1.0,24.498,1.0,3.335,1.0,13.6168,1.0,13.823,1.0,16.8074,15.7459,17.1178,2.64524,2.83401,110.018,1.0,133.771,125.322,136.242,3.98457,9.02213,14.0,1.0,18,30,18,30,-0.325226,1.0,0.321807,0.32948,-0.39916,1.0,0.317614,0.325386,-0.437012,0.989583,0.011204,-0.588749,-0.528887,-0.469185,-0.416326,-0.389951,-0.3875,-0.370026,1.0,1.0,1.0,0.958333,0.979167,0.979167,0.979167,3.17603,1.21564,1.0,0.405847,0.425249,-2.40707,3.60007,1.0,0.432309,0.44286,3.02282,1.02864,1.0,0.376362,0.397207,-2.42913,3.22846,1.0,0.434535,0.445033,2.62796,2.72435,2.75744,2.91618,2.97685,2.97831,3.00923,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.52041,-2.48453,-2.48453,-2.40617,-2.31986,-2.29234,-2.28811,1.0,1.0,1.0,1.0,0.966667,0.966667,0.966667,2.99918,2.95374,2.90074,0.0217433,2.66077,2.75386,2.80079,2.8824,2.98909,2.99834,3.0943,3.32122,3.35289,3.33775,0.0197729,3.09342,3.16508,3.30875,3.37084,3.38273,3.39683,3.48711,2.19544,2.1653,2.29999,0.0310272,2.0117,2.16456,2.17903,2.19545,2.45161,2.56061,2.66972,3.01812,2.87271,2.92968,0.015111,2.78303,2.87195,2.88022,2.88742,3.00279,3.05362,3.10715
20240602,23.449,1.0,18.844,3.297,1.0,26.213,4.382,1.0,23.242,21.311,3.124,24.401,5.113,23.449,1.0,18.844,3.297,1.0,26.213,4.382,1.0,481.868,289.524,1.0,291.317,289.524,1.0,372.412,1.0,365.162,372.412,1.0,391.476,1.0,368.919,391.476,1.0,17.8,1.0,17.846,17.8,1.0,94.997,94.997,0.0,0.035,0.0,1.0,1.129,1.289,1.0,0.2410517916666666,1.0,151.48838504375,1.0,55.99350979166667,1.0,446.9939375000001,1.0,402.36,1.0,24.306,1.0,3.157,1.0,12.3384,1.0,8.93167,1.0,10.86,10.1271,11.0606,3.07982,3.15661,105.51,1.0,128.29,119.632,130.66,3.79646,9.01324,14.0,1.0,18,30,18,30,-0.625502,1.0,0.597878,0.602352,-0.771053,1.0,0.678175,0.682123,-0.725779,0.989583,0.0124761,-0.809914,-0.778871,-0.773627,-0.768,-0.712647,-0.632303,-0.604257,0.979167,1.0,1.0,0.979167,0.979167,1.0,0.958333,2.59641,1.62405,1.0,1.30126,1.30349,-2.52226,2.89026,1.0,0.490089,0.494852,2.45069,1.53038,1.0,1.54047,1.54235,-2.65925,2.70299,1.0,0.488933,0.493707,2.39304,2.42665,2.43226,2.44024,2.46336,2.57893,2.63388,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.69418,-2.65925,-2.65063,-2.65041,-2.61027,-2.52226,-2.28537,0.966667,1.0,0.966667,0.966667,1.0,1.0,0.966667,2.81751,2.83418,2.75634,0.0234478,2.4547,2.55675,2.70149,2.78199,2.80087,2.81771,3.02699,3.57953,3.60524,3.48211,0.0213446,3.26248,3.31411,3.4023,3.50794,3.5716,3.57953,3.67138,3.08672,3.03523,3.30196,0.0657556,2.7302,3.0332,3.05929,3.0918,3.69737,3.78336,4.01775,3.06888,2.75434,2.87699,0.0353065,2.50101,2.75246,2.76546,2.77537,3.06888,3.12816,3.25518
20240603,21.457,1.0,19.351,1.957,1.0,22.722,6.112,1.0,22.002,20.755,2.633,22.75,4.094,21.457,1.0,19.351,1.957,1.0,22.722,6.112,1.0,482.489,233.521,1.0,265.406,233.521,1.0,380.611,1.0,371.293,380.611,1.0,400.594,1.0,375.47,400.594,1.0,13.39,1.0,14.967,13.39,1.0,95.027,95.027,0.0,2.691,17.0,1.0,1.959,1.286,1.0,0.22672865,1.0,140.3162375,1.0,37.85223192916666,1.0,429.4287708333333,1.0,421.529,1.0,22.223,1.0,8.236,1.0,0.134114,1.0,63.1904,1.0,74.8574,71.648,78.2525,2.04381,5.30532,32.5759,1.0,38.5904,36.9359,40.3407,2.84877,3.80599,14.0,1.0,18,30,18,29,5.14053,0.979167,0.738207,0.799214,4.65518,0.979167,0.798282,0.855013,4.826,0.979167,0.0563363,4.49996,4.52295,4.57687,4.64108,5.10942,5.13546,5.69725,0.979167,0.979167,0.979167,0.979167,0.979167,0.979167,0.979167,1.86601,1.03605,1.0,1.60146,1.60706,6.80624,9.77612,0.966667,0.553111,0.67778,1.78095,0.945123,1.0,1.81176,1.81671,6.10895,9.28819,0.966667,0.538294,0.665744,1.5257,1.58477,1.67914,1.76977,1.83809,1.85298,3.1994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.02278,6.02278,6.0493,6.09812,6.7792,6.80624,6.86109,0.966667,0.966667,0.966667,0.966667,0.966667,0.966667,0.966667,2.61908,2.67459,2.58876,0.0221339,2.33033,2.38714,2.54066,2.6141,2.63883,2.65309,2.89312,-2.00629,-1.98059,-2.23725,0.0460606,-2.79638,-2.55592,-2.51949,-2.14977,-1.99648,-1.96512,-1.95572,3.56209,3.50316,3.87455,0.0804077,3.14387,3.50031,3.51211,3.5621,4.30413,4.55839,4.65369,2.37763,2.00837,2.13192,0.0292927,1.85933,2.00612,2.01663,2.05391,2.27459,2.37697,2.4169
20240604,23.318,1.0,18.181,2.677,1.0,26.399,4.278,1.0,23.277,20.615,3.386,24.874,5.414,23.318,1.0,18.181,2.677,1.0,26.399,4.278,1.0,483.072,286.53,1.0,276.327,286.53,1.0,368.595,1.0,367.859,368.595,1.0,395.87,1.0,371.8,395.87,1.0,17.096,1.0,18.376,17.096,1.0,94.992,94.992,0.0,0.016,0.0,0.979167,1.452,1.604,0.979167,0.2518569212765957,0.9791666666666666,144.30018297872343,0.9791666666666666,53.5804395744681,0.9791666666666666,445.4126808510639,0.9791666666666666,409.005,1.0,22.129,1.0,10.038,1.0,5.9688,1.0,41.7136,1.0,49.4152,47.2967,51.6564,2.23623,3.9301,84.5064,1.0,100.109,95.8169,104.649,3.36703,7.36237,14.0,1.0,18,30,18,30,4.2833,1.0,0.693918,0.718282,4.16413,1.0,0.714241,0.737934,4.16941,0.999479,0.0396061,3.90237,3.9086,3.91606,4.13968,4.26648,4.27958,4.79377,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.14429,2.56763,1.0,1.66385,1.69933,2.91756,2.69682,1.0,0.384805,0.392777,6.00354,2.70586,1.0,1.72238,1.75668,2.81829,2.73832,1.0,0.380474,0.388535,5.42785,5.44386,5.46305,5.99346,6.11758,6.13475,6.8724,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.7601,2.7601,2.77085,2.78954,2.90766,2.91756,3.21587,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.74734,2.84548,2.75207,0.0237538,2.51582,2.52777,2.71192,2.74819,2.7973,2.8205,3.097,-1.34154,-1.31866,-1.41735,0.0228946,-1.66558,-1.51083,-1.50168,-1.39509,-1.38766,-1.34154,-1.295,4.15582,4.10693,4.4662,0.0827108,3.75269,4.09406,4.10322,4.19042,4.64857,4.89828,5.49911,2.59197,2.05155,2.17896,0.0339556,1.87181,2.05328,2.05587,2.07771,2.22607,2.27391,2.62658
20240605,24.776,1.0,19.08,2.661,1.0,28.194,4.408,1.0,24.734,21.573,3.636,26.631,6.216,24.776,1.0,19.08,2.661,1.0,28.194,4.408,1.0,483.62,342.285,1.0,323.936,342.285,1.0,359.748,1.0,359.17,359.748,1.0,365.605,1.0,362.517,365.605,1.0,21.399,1.0,22.411,21.399,1.0,95.072,95.072,0.0,0.0,0.0,1.0,1.528,1.608,1.0,0.2306714083333333,1.0,172.6369225,1.0,68.21754479166667,1.0,454.13866666666667,1.0,410.32,1.0,22.403,1.0,9.79,1.0,6.01564,1.0,40.0926,1.0,48.588,45.4587,49.6491,2.45222,3.95757,90.5071,1.0,109.685,102.621,112.08,3.87235,8.01042,14.0,1.0,18,30,18,30,2.80599,0.958333,0.754771,0.767511,2.77132,0.958333,0.790548,0.802721,2.63672,0.956771,0.022927,2.43113,2.49163,2.50084,2.6431,2.75801,2.77016,2.79687,0.9375,0.958333,0.9375,0.958333,0.958333,0.958333,0.958333,4.4199,3.74837,1.0,1.80902,1.86292,1.67443,2.27994,0.933333,0.419712,0.457365,4.33082,3.77532,1.0,1.91011,1.96124,1.67443,2.27994,0.933333,0.415013,0.453057,3.33105,3.5067,3.51345,3.9643,4.38446,4.39648,4.74847,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.23753,1.38632,1.61711,1.67443,1.72009,1.74977,1.74977,0.966667,0.966667,0.933333,0.933333,0.9,0.9,0.9,2.93687,3.04651,2.95939,0.0233504,2.75421,2.75842,2.898,2.94288,3.01282,3.02566,3.26285,0.255503,0.275184,0.322671,0.0194233,0.181505,0.228507,0.253369,0.286086,0.349924,0.48169,0.592698,4.37892,4.34505,4.62058,0.0791364,4.07208,4.31846,4.33317,4.37892,4.69166,5.05316,5.58386,2.71225,2.24101,2.32747,0.0366679,2.07158,2.11688,2.22807,2.243,2.38482,2.51962,2.75052
20240606,25.797,1.0,19.204,2.738,1.0,29.753,5.224,1.0,25.611,22.107,3.462,27.713,5.979,25.797,1.0,19.204,2.738,1.0,29.753,5.224,1.0,484.131,243.8,1.0,252.919,243.8,1.0,383.127,1.0,378.1,383.127,1.0,411.445,1.0,382.742,411.445,1.0,23.919,1.0,24.897,23.919,1.0,94.943,94.943,0.0,0.041,0.0,1.0,1.213,1.167,1.0,0.1706605145833333,1.0,119.56143010416667,1.0,45.278697916666665,1.0,455.406,1.0,423.685,1.0,22.518,1.0,9.434,1.0,6.9952,1.0,33.0594,1.0,39.7348,37.4842,40.3134,2.19362,3.03491,65.7603,1.0,79.0386,74.5618,80.1897,3.07379,5.18196,14.0,1.0,18,30,18,30,1.50152,0.9375,0.294885,0.295616,1.50618,0.9375,0.292507,0.293244,1.50294,0.932292,0.0108592,1.43533,1.46682,1.47174,1.49689,1.50339,1.50836,1.70747,0.916667,0.9375,0.916667,0.9375,0.9375,0.9375,0.9375,2.68574,1.31216,1.0,0.477547,0.487398,0.70366,1.78565,0.9,0.353017,0.355565,2.67782,1.32391,1.0,0.472011,0.481976,0.715592,1.78055,0.9,0.350988,0.353551,2.37783,2.47837,2.4908,2.60578,2.65786,2.67337,2.75346,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.69511,0.70366,0.715592,0.744485,0.78741,0.788643,0.927518,0.9,0.9,0.9,0.9,0.866667,0.866667,0.9,3.10762,3.22416,3.14726,0.0225176,2.95628,2.98165,3.05852,3.11777,3.20637,3.24083,3.39653,1.70192,1.71797,1.64433,0.0165061,1.49633,1.51252,1.59781,1.61958,1.70192,1.74422,1.82464,4.20392,4.18968,4.30954,0.0493597,3.9639,4.03817,4.16201,4.19953,4.28671,4.6875,4.86229,2.01895,1.8419,1.85181,0.0215187,1.61752,1.63263,1.8329,1.84204,1.8803,1.98399,2.04398
