TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,LE_CORR_JOINTUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,H_CORR_JOINTUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_REF_JOINTUNC,NEE_VUT_USTAR50,NEE_VUT_USTAR50_QC,NEE_VUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_VUT_MEAN,NEE_VUT_MEAN_QC,NEE_VUT_SE,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_VUT_REF_NIGHT,NEE_VUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_DAY,NEE_VUT_REF_DAY_SD,NEE_VUT_REF_DAY_QC,NEE_VUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_VUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95
20240416,18.213,1.0,12.911,2.418,1.0,22.338,4.306,1.0,18.67,15.948,3.265,20.787,5.709,18.213,1.0,12.911,2.418,1.0,22.338,4.306,1.0,413.331,296.924,1.0,285.441,296.924,1.0,326.843,1.0,322.696,326.843,1.0,333.208,1.0,323.546,333.208,1.0,10.656,1.0,12.183,10.656,1.0,95.274,95.274,0.0,0.0,0.0,1.0,1.541,1.135,1.0,0.19755353125,1.0,166.81536041666666,1.0,50.21974479166667,1.0,399.21004166666665,1.0,427.828,1.0,15.209,1.0,10.953,1.0,4.78874,1.0,132.846,1.0,152.758,150.691,163.137,4.5338,10.2804,14.9351,1.0,17.1738,16.9413,18.3407,2.84384,3.02711,15.0,1.0,21,27,21,27,-6.11284,0.958333,0.735285,0.852199,-5.66274,0.916667,0.714742,0.834539,-5.9867,0.940625,0.0548518,-6.53575,-6.4371,-6.28956,-6.01643,-5.75322,-5.57547,-5.46935,1.0,0.979167,0.979167,0.895833,0.916667,0.916667,0.916667,8.15199,2.32385,1.0,1.31234,1.45402,-16.8127,12.1399,0.925926,0.738155,0.784014,8.70251,1.77475,1.0,1.2401,1.38916,-16.4697,12.507,0.851852,0.754326,0.799257,7.47877,7.6478,7.91944,8.19773,8.52247,8.89988,9.18241,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-17.1451,-16.9916,-16.976,-16.5436,-16.4738,-16.4632,-16.3534,1.0,0.962963,0.962963,0.851852,0.851852,0.851852,0.814815,9.79161,9.65264,9.35293,0.124369,8.35274,8.82516,8.86772,9.19934,9.50827,9.83713,11.0502,15.3943,15.3154,15.3396,0.110888,14.2534,14.5277,14.811,15.3246,15.5735,15.7106,16.8034,9.64363,9.71624,9.03352,0.188752,6.67564,7.62139,8.76928,9.31445,9.53451,9.79631,9.81887,15.0677,15.4161,15.0567,0.0892657,13.701,14.4839,14.8383,15.2275,15.3953,15.4133,15.4237
20240417,17.557,1.0,12.879,3.267,1.0,21.196,4.646,1.0,18.057,15.942,3.444,19.703,5.234,17.557,1.0,12.879,3.267,1.0,21.196,4.646,1.0,415.53,289.797,1.0,277.502,289.797,1.0,333.257,1.0,328.441,333.257,1.0,335.261,1.0,329.685,335.261,1.0,9.643,1.0,10.973,9.643,1.0,94.945,94.945,0.0,0.0,0.0,1.0,1.479,1.036,1.0,0.1716831541666666,1.0,170.110725,1.0,46.72382520833335,1.0,398.83275,1.0,435.283,1.0,15.216,1.0,10.311,1.0,4.49856,1.0,117.566,1.0,135.188,133.785,144.373,4.89111,9.24798,27.7231,1.0,31.8786,31.5478,34.0445,3.45446,3.91903,15.0,1.0,21,27,21,27,-6.07439,0.958333,0.688438,0.741361,-5.73412,0.916667,0.689902,0.742721,-6.00438,0.941146,0.0423285,-6.48388,-6.25378,-6.20528,-6.09329,-5.8022,-5.70362,-5.57911,1.0,0.916667,0.979167,0.958333,0.895833,0.916667,0.895833,7.28654,2.64116,1.0,1.15679,1.29027,-16.0737,11.0074,0.925926,0.762545,0.809196,7.67908,2.35061,1.0,1.15324,1.2871,-15.796,11.3428,0.851852,0.769645,0.815891,6.40016,6.63233,6.80167,7.18205,7.53967,7.7754,7.90861,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-16.3981,-16.2143,-16.1529,-15.796,-15.6827,-15.6728,-15.6189,1.0,0.962963,1.0,0.851852,0.851852,0.851852,0.851852,8.98784,8.79068,8.53694,0.130346,7.55223,7.90433,8.05376,8.38717,8.77025,8.98146,10.4352,14.6851,14.5248,14.5413,0.103327,13.806,14.0357,14.2313,14.428,14.6808,14.7023,16.1488,10.3898,10.5093,9.42812,0.234856,6.42058,7.84954,8.41936,9.66412,10.2815,10.5109,10.5697,15.5119,16.051,15.4661,0.12536,13.6408,14.4431,15.3903,15.6484,16.0015,16.0439,16.0626
20240418,17.024,1.0,12.919,2.689,1.0,20.216,3.975,1.0,17.668,16.206,2.832,18.805,4.635,17.024,1.0,12.919,2.689,1.0,20.216,3.975,1.0,417.701,245.287,1.0,245.426,245.287,1.0,339.267,1.0,336.494,339.267,1.0,357.917,1.0,338.289,357.917,1.0,6.649,1.0,9.762,6.649,1.0,94.96,94.96,0.0,0.055,0.0,1.0,0.816,0.823,1.0,0.147506475,1.0,140.59860625000002,1.0,38.46081458333333,1.0,397.74677083333336,1.0,431.718,1.0,15.605,1.0,9.799,1.0,5.01984,1.0,82.6055,1.0,94.9877,94.002,97.9322,4.56518,5.41563,35.2999,1.0,40.5911,40.1699,41.8494,4.0784,4.2642,15.0,1.0,21,27,21,27,-5.68183,0.958333,0.72393,0.830093,-5.41556,0.916667,0.752829,0.855413,-5.57417,0.940625,0.058924,-6.12182,-6.0495,-5.89162,-5.59523,-5.38835,-5.23714,-4.85782,0.979167,0.979167,1.0,0.916667,0.916667,0.895833,0.916667,6.57535,3.02937,1.0,1.30644,1.48707,-14.848,11.3054,0.925926,0.711053,0.741979,6.97868,3.0449,1.0,1.38354,1.55525,-14.7055,11.4896,0.851852,0.710899,0.741832,5.89067,6.00134,6.28537,6.57535,7.0386,7.42204,8.06538,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-15.0692,-15.0095,-14.848,-14.7189,-14.5952,-14.5855,-14.486,0.962963,0.962963,0.925926,0.851852,0.851852,0.851852,0.851852,8.39147,8.15991,7.98974,0.121544,7.17724,7.30037,7.52935,7.85234,8.16376,8.31516,9.80117,13.7035,13.5755,13.5639,0.0939128,12.6974,12.8521,13.1771,13.5435,13.7171,13.9088,14.7463,9.82637,9.79371,8.95521,0.189046,6.77932,7.43993,7.89952,9.20426,9.75179,9.81802,9.85907,14.2014,14.4673,14.025,0.0949164,12.7535,13.2743,13.5485,14.2014,14.4824,14.4969,14.5145
20240419,15.953,1.0,12.178,1.76,1.0,18.889,3.283,1.0,16.658,15.115,2.128,17.858,4.161,15.953,1.0,12.178,1.76,1.0,18.889,3.283,1.0,419.844,252.656,1.0,212.588,252.656,1.0,336.415,1.0,344.723,336.415,1.0,346.423,1.0,347.08,346.423,1.0,6.055,1.0,8.875,6.055,1.0,95.21,95.21,0.0,0.734,0.0,1.0,1.691,1.567,1.0,0.1981227541666666,1.0,145.54878958333333,1.0,43.40144291666667,1.0,392.4289375,1.0,421.658,1.0,15.583,1.0,9.443,1.0,2.76377,1.0,83.3864,1.0,95.8855,94.5875,98.8579,3.957,5.06742,32.886,1.0,37.8154,37.3036,38.9877,3.53651,3.75041,15.0,1.0,21,27,21,27,-5.94893,0.979167,0.677454,0.787837,-5.70618,0.958333,0.689099,0.797873,-6.01009,0.964583,0.055575,-6.6372,-6.47994,-6.40256,-5.94915,-5.78424,-5.67559,-5.52761,0.979167,0.979167,0.9375,0.958333,0.958333,0.958333,0.958333,6.72725,2.17396,1.0,1.14035,1.38497,-15.4237,10.619,0.962963,0.748518,0.756264,7.11899,2.2377,1.0,1.18063,1.41832,-15.3125,10.7305,0.925926,0.741913,0.749726,5.63553,5.68708,5.95831,6.72725,7.11474,7.25901,7.5832,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-15.7537,-15.5618,-15.5092,-15.4391,-15.3719,-15.3459,-15.3125,0.962963,0.962963,0.962963,0.925926,0.888889,0.888889,0.925926,7.68407,7.4549,7.34404,0.0928507,6.62954,6.84932,7.03591,7.24298,7.48023,7.58468,8.68509,13.2289,13.1611,13.3541,0.0914212,12.6919,12.8111,12.923,13.2289,13.4376,13.8521,14.6427,7.75287,7.35779,7.41027,0.0937261,6.14076,6.88956,7.16639,7.39781,7.75287,7.9286,8.10878,14.2887,13.9095,13.9316,0.0444936,13.421,13.6228,13.7408,13.9298,14.0957,14.2887,14.3937
20240420,16.2,1.0,11.971,1.159,1.0,19.49,3.669,1.0,15.785,13.623,0.95,17.467,3.543,16.2,1.0,11.971,1.159,1.0,19.49,3.669,1.0,421.957,260.051,1.0,223.947,260.051,1.0,341.829,1.0,342.39,341.829,1.0,347.547,1.0,344.588,347.547,1.0,8.37,1.0,6.017,8.37,1.0,94.948,94.948,0.0,3.052,0.0,1.0,1.244,1.48,1.0,0.2339035895833333,1.0,155.64519625,1.0,40.706818464583336,1.0,398.4222916666666,1.0,414.932,1.0,15.625,1.0,9.059,1.0,3.75122,1.0,90.8749,1.0,104.254,102.477,107.312,5.27976,6.38154,26.2146,1.0,30.074,29.5615,30.9564,4.81162,4.92147,15.0,1.0,21,27,21,27,-5.84099,1.0,0.723996,0.736598,-5.65844,1.0,0.659524,0.673334,-5.78103,0.996354,0.0235373,-6.12528,-5.90855,-5.88145,-5.83743,-5.65411,-5.63721,-5.54726,0.979167,1.0,1.0,1.0,1.0,1.0,1.0,4.39702,3.39855,1.0,1.19755,1.28327,-13.4264,11.3023,1.0,0.819034,0.828708,5.12376,1.31102,1.0,1.02295,1.12209,-13.6789,11.0118,1.0,0.802228,0.812102,4.09152,4.24821,4.38216,4.60207,5.1333,5.17052,5.36864,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-13.6789,-13.6789,-13.6789,-13.6758,-13.4264,-13.4264,-13.4264,1.0,1.0,1.0,0.962963,1.0,1.0,1.0,7.35795,7.12576,7.06202,0.064512,6.341,6.62121,6.86369,7.01642,7.21259,7.33067,7.92544,12.8237,12.7842,12.8431,0.0651308,12.2496,12.4974,12.5704,12.7906,12.9846,13.1269,13.7622,6.68034,5.83342,6.35593,0.131641,4.87111,5.58542,5.82943,6.31855,6.66102,7.36395,7.90296,11.345,10.9965,11.1782,0.0641356,10.5757,10.8196,10.8886,11.0375,11.345,11.4819,11.9988
20240421,14.755,1.0,10.059,1.409,1.0,18.407,4.467,1.0,14.862,12.6,2.981,16.621,4.787,14.755,1.0,10.059,1.409,1.0,18.407,4.467,1.0,424.04,277.95,1.0,225.503,277.95,1.0,324.212,1.0,339.844,324.212,1.0,331.618,1.0,341.868,331.618,1.0,5.822,1.0,4.789,5.822,1.0,94.946,94.946,0.0,0.152,1.1,1.0,1.258,1.244,1.0,0.2145660354166666,1.0,152.84331874999998,1.0,46.9580233125,1.0,391.1115,1.0,462.5,1.0,15.301,1.0,8.612,1.0,1.39258,1.0,85.9568,1.0,97.9808,96.9311,99.1451,3.85037,4.18555,47.1326,1.0,53.7257,53.1502,54.3641,3.68901,3.79719,15.0,1.0,21,27,21,27,-6.33636,0.979167,0.655094,0.709975,-5.97096,0.958333,0.635133,0.691599,-6.20591,0.972396,0.0316244,-6.52194,-6.52054,-6.34544,-6.17157,-6.01735,-5.97312,-5.96572,1.0,1.0,0.979167,0.958333,0.958333,0.958333,0.958333,4.29957,2.01176,1.0,1.12711,1.14019,-14.1992,6.95392,0.962963,0.700713,0.84044,4.35106,1.97765,1.0,1.12309,1.13621,-13.6133,7.42765,0.925926,0.648761,0.797641,3.98543,4.00667,4.23199,4.30102,4.32047,4.35106,4.53006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-14.5277,-14.5213,-14.5187,-13.6766,-13.6069,-13.5932,-13.5932,1.0,1.0,1.0,0.925926,0.925926,0.925926,0.925926,6.61389,6.39876,6.37765,0.0427497,5.74981,6.18527,6.28189,6.40779,6.5183,6.61282,6.75586,12.3639,12.3697,12.5836,0.0300507,12.2718,12.3602,12.4111,12.6075,12.6652,12.732,12.9061,5.54706,4.10895,4.76485,0.24624,2.53279,3.53604,3.92107,4.33031,5.26136,6.92071,7.87867,11.108,11.0565,11.387,0.1263,10.1418,10.7689,10.9519,11.2071,11.6669,11.9014,13.0226
20240422,14.622,1.0,9.683,1.85,1.0,18.463,3.663,1.0,14.354,12.192,2.681,16.036,4.54,14.622,1.0,9.683,1.85,1.0,18.463,3.663,1.0,426.093,316.809,1.0,276.342,316.809,1.0,301.994,1.0,313.707,301.994,1.0,302.943,1.0,313.942,302.943,1.0,8.843,1.0,7.797,8.843,1.0,94.953,94.953,0.0,0.006,0.0,1.0,1.756,1.253,1.0,0.2204959458333333,1.0,172.28108125000003,1.0,52.22711104166667,1.0,386.4429375,1.0,418.274,1.0,14.916,1.0,8.308,1.0,-1.64399,1.0,106.123,1.0,120.968,119.672,122.405,4.69822,5.11653,47.2057,1.0,53.8091,53.2326,54.4485,5.00257,5.08311,15.0,1.0,21,27,21,27,-5.30842,1.0,0.596575,0.673028,-5.13543,1.0,0.572425,0.651717,-5.36735,0.996875,0.04737,-5.80099,-5.75057,-5.67002,-5.34953,-5.16285,-5.12747,-5.10288,0.979167,1.0,1.0,1.0,1.0,1.0,1.0,4.46275,2.8791,1.0,1.0394,1.23301,-12.5652,7.27261,1.0,0.625288,0.644151,4.54978,2.72461,1.0,0.971006,1.17594,-12.3365,7.57404,1.0,0.625544,0.6444,3.11284,3.27092,3.37227,4.47397,4.55861,4.59753,4.70701,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-12.646,-12.646,-12.5941,-12.3956,-12.3365,-12.3365,-12.3365,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.28518,6.12187,6.09734,0.0316976,5.6976,5.93425,5.9571,6.11008,6.18536,6.28455,6.39261,11.2435,11.2573,11.4647,0.0443006,11.0481,11.1227,11.2703,11.4181,11.6134,11.8238,11.9266,5.97197,4.67524,5.3547,0.280838,3.58954,4.11572,4.26988,4.58789,5.97197,8.08789,9.19419,10.0732,10.2892,10.5555,0.137982,9.70582,9.89528,10.0125,10.1363,10.823,11.6814,12.4735
20240423,10.631,1.0,6.584,1.723,1.0,13.778,3.845,1.0,11.495,10.278,2.74,12.442,4.778,10.631,1.0,6.584,1.723,1.0,13.778,3.845,1.0,428.118,327.803,1.0,302.379,327.803,1.0,274.167,1.0,274.611,274.167,1.0,265.156,1.0,272.171,265.156,1.0,8.304,1.0,9.08,8.304,1.0,95.204,95.204,0.0,0.0,0.0,1.0,2.622,1.926,1.0,0.3043644625,1.0,170.23601250000002,1.0,57.41829645833334,1.0,366.3873125,1.0,409.86,1.0,13.126,1.0,7.961,1.0,-8.49708,1.0,84.2922,1.0,96.0833,92.5707,97.225,3.44917,4.8786,70.6985,1.0,80.5881,77.642,81.5457,4.14631,5.05628,15.0,1.0,21,27,21,27,-5.64762,1.0,0.506937,0.528383,-5.57119,1.0,0.48863,0.510845,-5.59443,0.991667,0.0220091,-5.76386,-5.75001,-5.74173,-5.57119,-5.45732,-5.45199,-5.44493,1.0,1.0,1.0,1.0,0.979167,1.0,0.979167,4.27845,1.25471,1.0,0.841199,0.887595,-13.0029,7.3771,1.0,0.571103,0.573458,4.4468,1.19474,1.0,0.794736,0.843691,-13.0029,7.3771,1.0,0.56449,0.566872,3.70451,4.02497,4.05293,4.4468,4.56411,4.5914,4.70935,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-13.0029,-13.0029,-13.0029,-13.0029,-12.8991,-12.8991,-12.8991,1.0,1.0,1.0,1.0,0.962963,0.962963,0.962963,5.10623,5.00204,4.96005,0.031646,4.57084,4.7293,4.80749,5.00366,5.06217,5.10623,5.18052,10.5749,10.5732,10.5545,0.0288943,10.2697,10.3429,10.3592,10.5425,10.6994,10.7861,10.8046,6.33442,5.43111,6.30557,0.283152,4.19282,5.06269,5.27047,5.57566,7.11728,8.17501,10.1495,11.9727,12.0192,12.3123,0.138553,11.0227,11.8549,11.9099,11.9929,12.8154,13.0442,14.1819
20240424,11.95,1.0,6.336,3.762,1.0,15.961,4.36,1.0,12.13,9.307,3.579,14.146,5.373,11.95,1.0,6.336,3.762,1.0,15.961,4.36,1.0,430.111,311.594,1.0,297.969,311.594,1.0,289.379,1.0,289.072,289.379,1.0,284.279,1.0,287.621,284.279,1.0,7.946,1.0,8.375,7.946,1.0,95.283,95.283,0.0,0.0,0.0,1.0,1.529,1.103,1.0,0.182497325,1.0,167.0015791666667,1.0,52.85894458333333,1.0,373.3714791666667,1.0,428.412,1.0,12.941,1.0,7.673,1.0,-2.94777,1.0,76.7011,1.0,87.4304,84.4413,88.4693,4.14836,5.11119,71.4387,1.0,81.4319,78.6479,82.3995,4.53392,5.31887,15.0,1.0,20,28,20,28,-4.68691,0.958333,0.53384,0.630104,-5.02125,0.958333,0.531468,0.628095,-4.54951,0.95625,0.049636,-5.02125,-4.83582,-4.80702,-4.68691,-4.17752,-4.16636,-4.15634,0.958333,0.958333,1.0,0.958333,0.958333,0.958333,0.958333,4.31284,6.05883,1.0,0.941718,1.30911,-10.8232,7.97705,0.928571,0.570313,0.574897,3.74246,5.09913,1.0,0.944697,1.31125,-10.9681,7.86622,0.928571,0.561687,0.56634,3.74246,3.80132,4.03206,4.31284,5.6136,5.62004,5.65729,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-11.1626,-10.9681,-10.9681,-10.897,-10.8232,-10.8232,-10.3906,0.928571,0.928571,0.928571,0.928571,0.928571,0.928571,1.0,5.15125,5.09539,5.04562,0.0453568,4.33219,4.85239,4.8821,5.0925,5.19173,5.25423,5.33806,10.1137,10.1166,9.59513,0.080235,8.66066,9.0222,9.04644,9.8693,9.94985,10.1137,10.1875,6.42176,6.26098,6.93093,0.197201,5.26465,6.04114,6.2259,6.61414,7.41295,7.75505,9.45622,11.3562,11.2409,11.4101,0.0951189,10.3309,10.9661,11.0686,11.3562,11.6898,12.0856,12.4788
20240425,13.643,1.0,9.085,1.94,1.0,16.9,3.018,1.0,13.58,11.631,2.579,14.972,4.754,13.643,1.0,9.085,1.94,1.0,16.9,3.018,1.0,432.074,256.397,1.0,226.049,256.397,1.0,306.217,1.0,311.736,306.217,1.0,306.616,1.0,311.836,306.616,1.0,8.044,1.0,8.512,8.044,1.0,94.602,94.602,0.0,0.0,0.0,1.0,2.172,2.28,1.0,0.3009284312499999,1.0,129.28596041666663,1.0,44.42076122916666,1.0,381.8683541666666,1.0,403.888,1.0,13.502,1.0,7.41,1.0,0.159368,1.0,70.605,1.0,80.3458,77.5974,81.4378,4.14932,5.03208,41.3452,1.0,47.0493,45.4398,47.6888,4.36142,4.66918,15.0,1.0,20,28,20,28,-3.8757,1.0,0.511528,0.511939,-3.85494,1.0,0.512959,0.513369,-3.8781,1.0,0.00301452,-3.92943,-3.89597,-3.88692,-3.8769,-3.87035,-3.85494,-3.84904,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.73409,0.983711,1.0,0.821544,0.825328,-9.78402,7.39961,1.0,0.608044,0.609555,4.78212,0.975013,1.0,0.814087,0.817906,-9.78402,7.39961,1.0,0.616393,0.617885,4.66993,4.69301,4.70814,4.74375,4.79576,4.8509,4.86524,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9.86984,-9.86984,-9.86984,-9.78402,-9.78402,-9.78402,-9.78402,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.23658,5.23055,5.1771,0.0627643,4.22966,4.88718,4.92783,5.23658,5.40345,5.47138,5.66286,9.07893,9.08549,9.0552,0.0631182,8.16103,8.76432,8.8012,9.08797,9.29867,9.36117,9.56631,5.19481,5.70772,6.06162,0.0846457,5.19481,5.61409,5.72307,6.10823,6.37716,6.53346,6.86579,10.2196,9.82349,9.88878,0.0573378,9.24413,9.60214,9.71389,9.84659,10.1862,10.2414,10.434
20240426,10.47,1.0,7.847,2.293,1.0,12.343,2.438,1.0,11.216,10.189,2.148,11.949,3.396,10.47,1.0,7.847,2.293,1.0,12.343,2.438,1.0,434.006,174.231,1.0,172.386,174.231,1.0,319.391,1.0,323.211,319.391,1.0,323.052,1.0,324.097,323.052,1.0,3.263,1.0,4.495,3.263,1.0,94.334,94.334,0.0,0.405,0.1,1.0,2.72,2.452,1.0,0.3350084375,1.0,88.287386875,1.0,30.368559566666665,1.0,369.4932083333333,1.0,407.32,1.0,13.607,1.0,7.222,1.0,-2.04167,1.0,48.1374,1.0,54.7786,52.9047,55.6662,3.28349,3.86933,34.1136,1.0,38.82,37.492,39.449,3.66851,3.94493,15.0,1.0,20,28,20,28,-5.40996,1.0,0.603611,0.603721,-5.42957,1.0,0.602288,0.602397,-5.40556,1.0,0.012682,-5.44568,-5.43295,-5.42957,-5.42573,-5.41873,-5.40996,-5.25688,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.74821,4.49856,1.0,1.01009,1.01124,-10.9001,7.43509,1.0,0.688294,0.688956,2.76644,4.50908,1.0,1.00921,1.01036,-10.9455,7.38659,1.0,0.685782,0.686446,2.69502,2.69502,2.69502,2.76644,2.78772,2.7915,3.18929,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-10.9623,-10.9543,-10.9455,-10.9455,-10.9001,-10.894,-10.8855,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.75776,4.76019,4.70648,0.0416325,4.09695,4.50019,4.51813,4.75889,4.87491,4.8801,5.00709,10.1889,10.1898,10.112,0.04993,9.30864,9.92592,9.94794,10.1885,10.2882,10.3258,10.4312,4.1621,4.3815,4.73,0.0843911,4.0336,4.24462,4.26304,4.41338,5.12054,5.39113,5.64244,8.80494,8.50116,8.55449,0.0494194,8.05223,8.16509,8.21239,8.52505,8.82257,8.89509,8.927
