TIMESTAMP_START,TIMESTAMP_END,TA_F,SW_IN_F,LW_IN_F,SW_OUT,LW_OUT,VPD_F,PA_F,WS_F,G_F_MDS,LE_F_MDS,LE_CORR,H_F_MDS,H_CORR,LE_CORR_JOINTUNC,H_CORR_JOINTUNC
202401010000,202401010030,7.129,0.0,347.172,-9999.0,-9999.0,1.049,95.539,1.011,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401010030,202401010100,7.132,0.0,347.172,-9999.0,-9999.0,0.866,95.553,1.045,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401010100,202401010130,7.135,0.0,340.913,-9999.0,-9999.0,0.683,95.567,1.08,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401010130,202401010200,7.225,0.0,340.913,-9999.0,-9999.0,0.754,95.556,1.065,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401010200,202401010230,7.315,0.0,341.829,-9999.0,-9999.0,0.825,95.545,1.051,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401010230,202401010300,7.179,0.0,341.829,-9999.0,-9999.0,0.689,95.545,0.956,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401010300,202401010330,7.042,0.0,340.163,-9999.0,-9999.0,0.553,95.546,0.86,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401010330,202401010400,7.013,0.0,340.163,-9999.0,-9999.0,0.455,95.512,0.745,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401010400,202401010430,6.984,0.0,344.253,-9999.0,-9999.0,0.357,95.479,0.629,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401010430,202401010500,7.011,0.0,344.253,-9999.0,-9999.0,0.294,95.466,0.47,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401010500,202401010530,7.038,0.0,355.664,-9999.0,-9999.0,0.23,95.453,0.311,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401010530,202401010600,6.934,0.0,355.664,-9999.0,-9999.0,0.135,95.445,0.366,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401010600,202401010630,6.83,0.0,359.093,-9999.0,-9999.0,0.04,95.437,0.42,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401010630,202401010700,6.871,0.0,359.093,-9999.0,-9999.0,0.0,95.445,0.542,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401010700,202401010730,6.911,0.0,360.847,-9999.0,-9999.0,0.0,95.453,0.663,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401010730,202401010800,7.036,0.0,360.847,-9999.0,-9999.0,0.0,95.479,0.766,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401010800,202401010830,7.16,0.0,364.635,-9999.0,-9999.0,0.025,95.505,0.869,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401010830,202401010900,7.129,0.0,364.635,-9999.0,-9999.0,0.0,95.53,0.898,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401010900,202401010930,7.098,0.706,360.508,-9999.0,-9999.0,0.0,95.554,0.928,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401010930,202401011000,7.112,1.314,360.508,-9999.0,-9999.0,0.0,95.584,1.014,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401011000,202401011030,7.126,24.33,355.036,-9999.0,-9999.0,0.0,95.614,1.1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401011030,202401011100,7.105,30.717,355.036,-9999.0,-9999.0,0.0,95.64,1.047,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401011100,202401011130,7.084,69.292,355.615,-9999.0,-9999.0,0.0,95.665,0.994,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401011130,202401011200,7.008,77.763,355.615,-9999.0,-9999.0,0.0,95.688,0.849,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401011200,202401011230,6.931,184.07,332.007,-9999.0,-9999.0,0.0,95.71,0.703,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401011230,202401011300,7.283,193.106,332.007,-9999.0,-9999.0,0.301,95.735,0.83,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401011300,202401011330,7.635,296.38,309.3,-9999.0,-9999.0,0.779,95.76,0.957,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401011330,202401011400,8.239,294.755,309.3,-9999.0,-9999.0,1.407,95.723,1.043,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401011400,202401011430,8.842,351.299,307.941,-9999.0,-9999.0,2.034,95.687,1.13,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401011430,202401011500,9.442,330.719,307.941,-9999.0,-9999.0,2.777,95.656,1.192,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401011500,202401011530,10.041,350.308,313.688,-9999.0,-9999.0,3.519,95.625,1.253,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401011530,202401011600,10.365,306.406,313.688,-9999.0,-9999.0,4.099,95.606,1.195,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401011600,202401011630,10.689,334.598,283.893,-9999.0,-9999.0,4.679,95.588,1.137,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401011630,202401011700,10.855,254.252,283.893,-9999.0,-9999.0,4.999,95.594,1.096,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401011700,202401011730,11.022,284.949,280.783,-9999.0,-9999.0,5.319,95.6,1.056,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401011730,202401011800,10.851,116.604,280.783,-9999.0,-9999.0,5.249,95.628,1.059,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401011800,202401011830,10.68,0.0,268.959,-9999.0,-9999.0,5.18,95.655,1.062,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401011830,202401011900,9.886,0.0,268.959,-9999.0,-9999.0,4.589,95.688,1.258,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401011900,202401011930,9.092,0.0,263.352,-9999.0,-9999.0,3.997,95.722,1.453,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401011930,202401012000,8.726,0.0,263.352,-9999.0,-9999.0,3.793,95.732,1.361,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401012000,202401012030,8.36,0.0,266.311,-9999.0,-9999.0,3.588,95.743,1.268,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401012030,202401012100,7.783,0.0,266.311,-9999.0,-9999.0,3.193,95.76,1.036,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401012100,202401012130,7.206,0.0,267.744,-9999.0,-9999.0,2.798,95.777,0.805,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401012130,202401012200,6.944,0.0,267.744,-9999.0,-9999.0,2.607,95.79,0.799,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401012200,202401012230,6.681,0.0,266.338,-9999.0,-9999.0,2.417,95.803,0.793,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401012230,202401012300,6.533,0.0,266.338,-9999.0,-9999.0,2.279,95.815,0.949,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401012300,202401012330,6.385,0.0,268.242,-9999.0,-9999.0,2.141,95.827,1.104,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401012330,202401020000,5.022,0.0,268.242,-9999.0,-9999.0,1.481,95.859,1.061,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401020000,202401020030,3.659,0.0,274.259,-9999.0,-9999.0,0.821,95.892,1.019,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401020030,202401020100,3.415,0.0,274.259,-9999.0,-9999.0,0.627,95.865,1.083,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401020100,202401020130,3.17,0.0,282.991,-9999.0,-9999.0,0.433,95.839,1.148,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401020130,202401020200,3.3,0.0,282.991,-9999.0,-9999.0,0.417,95.821,1.217,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401020200,202401020230,3.429,0.0,310.151,-9999.0,-9999.0,0.402,95.803,1.285,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401020230,202401020300,3.918,0.0,310.151,-9999.0,-9999.0,0.425,95.785,1.284,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401020300,202401020330,4.406,0.0,299.568,-9999.0,-9999.0,0.449,95.766,1.282,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401020330,202401020400,4.213,0.0,299.568,-9999.0,-9999.0,0.323,95.787,1.145,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401020400,202401020430,4.021,0.0,295.877,-9999.0,-9999.0,0.196,95.808,1.008,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401020430,202401020500,3.524,0.0,295.877,-9999.0,-9999.0,0.035,95.801,0.952,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401020500,202401020530,3.027,0.0,281.309,-9999.0,-9999.0,0.0,95.795,0.897,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401020530,202401020600,2.638,0.0,281.309,-9999.0,-9999.0,0.0,95.793,0.931,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401020600,202401020630,2.249,0.0,276.843,-9999.0,-9999.0,0.0,95.79,0.965,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401020630,202401020700,2.153,0.0,276.843,-9999.0,-9999.0,0.0,95.782,0.977,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401020700,202401020730,2.056,0.0,276.473,-9999.0,-9999.0,0.0,95.773,0.99,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401020730,202401020800,1.836,0.0,276.473,-9999.0,-9999.0,0.0,95.791,1.075,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401020800,202401020830,1.616,0.0,309.842,-9999.0,-9999.0,0.0,95.809,1.16,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401020830,202401020900,1.818,0.0,309.842,-9999.0,-9999.0,0.0,95.83,1.178,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401020900,202401020930,2.021,1.284,344.416,-9999.0,-9999.0,0.0,95.852,1.196,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401020930,202401021000,2.236,2.393,344.416,-9999.0,-9999.0,0.0,95.867,1.188,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401021000,202401021030,2.45,32.24,347.82,-9999.0,-9999.0,0.0,95.881,1.18,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401021030,202401021100,3.228,40.724,347.82,-9999.0,-9999.0,0.0,95.883,1.303,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401021100,202401021130,4.005,106.884,348.869,-9999.0,-9999.0,0.0,95.885,1.425,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401021130,202401021200,5.56,119.991,348.869,-9999.0,-9999.0,0.0,95.907,1.462,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401021200,202401021230,7.115,246.857,321.02,-9999.0,-9999.0,0.147,95.93,1.498,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401021230,202401021300,8.419,259.059,321.02,-9999.0,-9999.0,0.849,95.911,1.687,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401021300,202401021330,9.723,391.486,319.678,-9999.0,-9999.0,1.552,95.892,1.876,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401021330,202401021400,10.662,389.495,319.678,-9999.0,-9999.0,2.348,95.874,1.974,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401021400,202401021430,11.601,401.103,318.526,-9999.0,-9999.0,3.144,95.856,2.072,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401021430,202401021500,12.166,377.825,318.526,-9999.0,-9999.0,3.654,95.826,2.053,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401021500,202401021530,12.732,399.175,310.378,-9999.0,-9999.0,4.164,95.795,2.034,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401021530,202401021600,13.112,349.514,310.378,-9999.0,-9999.0,4.534,95.738,2.111,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401021600,202401021630,13.492,290.839,323.951,-9999.0,-9999.0,4.904,95.68,2.189,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401021630,202401021700,13.547,221.601,323.951,-9999.0,-9999.0,5.038,95.669,2.253,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401021700,202401021730,13.602,188.241,338.934,-9999.0,-9999.0,5.172,95.657,2.317,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401021730,202401021800,13.433,78.843,338.934,-9999.0,-9999.0,5.109,95.648,2.119,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401021800,202401021830,13.265,0.0,326.617,-9999.0,-9999.0,5.046,95.64,1.92,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401021830,202401021900,12.501,0.0,326.617,-9999.0,-9999.0,4.192,95.639,1.707,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401021900,202401021930,11.737,0.0,319.764,-9999.0,-9999.0,3.337,95.639,1.494,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401021930,202401022000,10.598,0.0,319.764,-9999.0,-9999.0,2.456,95.662,1.407,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401022000,202401022030,9.458,0.0,320.172,-9999.0,-9999.0,1.574,95.684,1.319,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401022030,202401022100,8.903,0.0,320.172,-9999.0,-9999.0,1.238,95.701,1.342,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401022100,202401022130,8.348,0.0,322.075,-9999.0,-9999.0,0.901,95.718,1.365,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401022130,202401022200,7.989,0.0,322.075,-9999.0,-9999.0,0.759,95.724,1.422,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401022200,202401022230,7.63,0.0,306.088,-9999.0,-9999.0,0.617,95.729,1.48,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401022230,202401022300,7.66,0.0,306.088,-9999.0,-9999.0,0.631,95.734,1.532,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401022300,202401022330,7.69,0.0,300.627,-9999.0,-9999.0,0.644,95.74,1.584,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401022330,202401030000,7.635,0.0,300.627,-9999.0,-9999.0,0.509,95.734,1.546,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401030000,202401030030,7.579,0.0,304.865,-9999.0,-9999.0,0.374,95.728,1.508,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401030030,202401030100,7.446,0.0,304.865,-9999.0,-9999.0,0.397,95.728,1.501,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401030100,202401030130,7.312,0.0,308.737,-9999.0,-9999.0,0.419,95.728,1.494,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401030130,202401030200,7.212,0.0,308.737,-9999.0,-9999.0,0.429,95.715,1.531,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401030200,202401030230,7.112,0.0,305.458,-9999.0,-9999.0,0.439,95.702,1.567,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401030230,202401030300,7.102,0.0,305.458,-9999.0,-9999.0,0.431,95.693,1.585,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401030300,202401030330,7.091,0.0,309.441,-9999.0,-9999.0,0.422,95.683,1.603,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401030330,202401030400,7.216,0.0,309.441,-9999.0,-9999.0,0.451,95.654,1.676,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401030400,202401030430,7.341,0.0,322.107,-9999.0,-9999.0,0.479,95.625,1.749,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401030430,202401030500,7.573,0.0,322.107,-9999.0,-9999.0,0.549,95.618,1.773,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401030500,202401030530,7.805,0.0,320.858,-9999.0,-9999.0,0.619,95.611,1.797,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401030530,202401030600,7.763,0.0,320.858,-9999.0,-9999.0,0.605,95.601,1.787,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401030600,202401030630,7.722,0.0,317.35,-9999.0,-9999.0,0.591,95.591,1.778,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401030630,202401030700,7.524,0.0,317.35,-9999.0,-9999.0,0.529,95.594,1.838,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401030700,202401030730,7.326,0.0,322.301,-9999.0,-9999.0,0.466,95.597,1.898,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401030730,202401030800,7.133,0.0,322.301,-9999.0,-9999.0,0.354,95.608,1.799,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401030800,202401030830,6.94,0.0,324.407,-9999.0,-9999.0,0.241,95.618,1.701,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401030830,202401030900,6.783,0.0,324.407,-9999.0,-9999.0,0.184,95.63,1.741,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401030900,202401030930,6.627,1.375,344.552,-9999.0,-9999.0,0.128,95.643,1.781,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401030930,202401031000,6.767,2.567,344.552,-9999.0,-9999.0,0.107,95.652,1.836,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401031000,202401031030,6.908,32.146,352.069,-9999.0,-9999.0,0.086,95.661,1.892,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401031030,202401031100,7.211,40.62,352.069,-9999.0,-9999.0,0.036,95.662,1.955,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401031100,202401031130,7.514,71.235,370.087,-9999.0,-9999.0,0.0,95.664,2.018,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401031130,202401031200,8.365,79.994,370.087,-9999.0,-9999.0,0.076,95.698,1.861,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401031200,202401031230,9.217,75.718,375.576,-9999.0,-9999.0,0.166,95.733,1.704,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401031230,202401031300,9.781,79.485,375.576,-9999.0,-9999.0,0.367,95.727,1.772,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401031300,202401031330,10.345,71.725,376.567,-9999.0,-9999.0,0.568,95.72,1.84,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401031330,202401031400,10.725,71.389,376.567,-9999.0,-9999.0,0.753,95.693,1.961,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401031400,202401031430,11.105,61.535,375.174,-9999.0,-9999.0,0.939,95.667,2.083,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401031430,202401031500,11.348,57.997,375.174,-9999.0,-9999.0,0.988,95.627,2.1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401031500,202401031530,11.591,78.366,380.681,-9999.0,-9999.0,1.038,95.586,2.117,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
202401031530,202401031600,11.874,68.689,380.681,-9999.0,-9999.0,1.238,95.556,2.119,24.3595,53.1938,71.6311,43.8038,58.9863,-9999.0,-9999.0
202401031600,202401031630,12.156,61.696,380.773,-9999.0,-9999.0,1.438,95.526,2.122,15.9025,49.3141,66.4066,25.7434,34.6662,-9999.0,-9999.0
202401031630,202401031700,12.269,47.138,380.773,-9999.0,-9999.0,1.443,95.533,1.915,8.69815,39.0436,52.5763,17.0376,22.9362,-9999.0,-9999.0
202401031700,202401031730,12.381,55.275,377.933,-9999.0,-9999.0,1.448,95.541,1.707,0.805484,24.0487,32.3841,5.05589,6.80428,-9999.0,-9999.0
202401031730,202401031800,12.279,23.684,377.933,-9999.0,-9999.0,1.403,95.544,1.499,-6.88061,13.0943,17.6277,-1.83599,-2.47017,-9999.0,-9999.0
202401031800,202401031830,12.176,0.0,380.985,-9999.0,-9999.0,1.358,95.546,1.29,-12.881,6.70776,9.02739,-3.94163,-5.30157,-9999.0,-9999.0
202401031830,202401031900,12.003,0.0,380.985,-9999.0,-9999.0,1.217,95.559,1.162,-17.5243,-0.852677,-1.14721,-2.89659,-3.89482,-9999.0,-9999.0
202401031900,202401031930,11.829,0.0,379.266,-9999.0,-9999.0,1.076,95.571,1.034,-20.9757,-2.7293,-3.67096,-1.96532,-2.64262,-9999.0,-9999.0
202401031930,202401032000,11.526,0.0,379.266,-9999.0,-9999.0,0.865,95.585,1.08,-23.9594,-4.5822,-6.16135,-1.95109,-2.62349,-9999.0,-9999.0
202401032000,202401032030,11.223,0.0,379.444,-9999.0,-9999.0,0.654,95.599,1.127,-26.8417,-6.24299,-8.39448,-2.69285,-3.62088,-9999.0,-9999.0
202401032030,202401032100,11.007,0.0,379.444,-9999.0,-9999.0,0.508,95.607,1.093,-29.2706,-6.74565,-9.07038,-3.90126,-5.24574,-9999.0,-9999.0
202401032100,202401032130,10.79,0.0,380.119,-9999.0,-9999.0,0.362,95.616,1.059,-30.9325,-2.69471,-3.62913,-4.38189,-5.892,-9999.0,-9999.0
202401032130,202401032200,10.737,0.0,380.119,-9999.0,-9999.0,0.353,95.618,0.977,-32.3118,-2.61909,-3.51486,-5.51901,-7.39481,-9999.0,-9999.0
202401032200,202401032230,10.684,0.0,380.316,-9999.0,-9999.0,0.343,95.62,0.895,-33.5398,0.0540767,0.0723153,-5.62804,-7.5142,-9999.0,-9999.0
202401032230,202401032300,10.709,0.0,380.316,-9999.0,-9999.0,0.331,95.624,0.872,-34.5348,-1.72239,-2.29581,-5.07931,-6.75747,-9999.0,-9999.0
202401032300,202401032330,10.735,0.0,380.105,-9999.0,-9999.0,0.319,95.628,0.85,-35.3768,-1.55565,-2.07418,-4.06043,-5.40196,-9999.0,-9999.0
202401032330,202401040000,10.606,0.0,380.105,-9999.0,-9999.0,0.236,95.608,1.189,-36.0459,-1.78543,-2.36826,-3.81795,-5.06126,-9999.0,-9999.0
202401040000,202401040030,10.477,0.0,378.947,-9999.0,-9999.0,0.153,95.589,1.529,-36.5957,-1.65826,-2.28263,-3.33072,-4.58234,-9999.0,-9999.0
202401040030,202401040100,10.438,0.0,378.947,-9999.0,-9999.0,0.18,95.583,1.653,-37.016,-3.6695,-5.19796,-3.73629,-5.28996,-9999.0,-9999.0
202401040100,202401040130,10.398,0.0,379.186,-9999.0,-9999.0,0.206,95.577,1.778,-37.1169,-3.91874,-5.69606,-4.95025,-7.19377,-9999.0,-9999.0
202401040130,202401040200,10.369,0.0,379.186,-9999.0,-9999.0,0.203,95.556,1.663,-37.1997,-4.90811,-7.27002,-7.43423,-11.0118,-9999.0,-9999.0
202401040200,202401040230,10.34,0.0,378.083,-9999.0,-9999.0,0.201,95.536,1.547,-37.2722,-5.69876,-8.60511,-8.28165,-12.5053,-9999.0,-9999.0
202401040230,202401040300,10.338,0.0,378.083,-9999.0,-9999.0,0.202,95.499,1.329,-37.3309,-5.27206,-7.94204,-7.88183,-11.8735,-9999.0,-9999.0
202401040300,202401040330,10.336,0.0,378.766,-9999.0,-9999.0,0.203,95.463,1.11,-37.0329,-7.71313,-11.6194,-9.93306,-14.9635,-9999.0,-9999.0
202401040330,202401040400,10.286,0.0,378.766,-9999.0,-9999.0,0.163,95.452,1.049,-36.0943,-8.40367,-12.6462,-10.6447,-16.0185,-9999.0,-9999.0
202401040400,202401040430,10.236,0.0,377.587,-9999.0,-9999.0,0.123,95.441,0.988,-34.4789,-7.353,-11.0651,-8.03782,-12.0956,-9999.0,-9999.0
202401040430,202401040500,10.181,0.0,377.587,-9999.0,-9999.0,0.043,95.431,0.886,-32.3304,-6.79184,-10.2206,-7.26621,-10.9345,-9999.0,-9999.0
202401040500,202401040530,10.126,0.0,378.004,-9999.0,-9999.0,0.0,95.422,0.784,-29.7469,-6.90298,-10.3879,-8.27253,-12.4488,-9999.0,-9999.0
202401040530,202401040600,10.075,0.0,378.004,-9999.0,-9999.0,0.0,95.403,0.769,-27.1019,-3.3748,-5.07852,-5.95466,-8.96078,-9999.0,-9999.0
202401040600,202401040630,10.025,0.0,376.695,-9999.0,-9999.0,0.0,95.385,0.755,-24.9533,-2.86934,-4.31789,-3.83622,-5.77288,-9999.0,-9999.0
